"id","setor","subSetor","empName","ultBal","codigo","roic","cresRec5a","nAcoes","divBruta","disponib","ativCirc","ativos","patLiq","recLiq12m","ebit12m","LucLiq12m","recLiq3m","ebit3m","LucLiq3m","ultInsert","ultAt"
"519","Exploração de Imóveis","Intermediação Imobiliária","NEXPE ON","2022-09-30","NEXP3","-17.5","3.7","132778000","58212000","30227000","75633000","255169000","20281000","118820000","-37295000","-61379000","37420000","-5451000","0","2023-01-14 15:57:17","2023-01-14 15:57:17"
"520","Água e Saneamento","Água e Saneamento","SABESP ON NM","2022-09-30","SBSP3","8.5","7.5","683510000","18778400000","3420650000","7138420000","55994100000","27355300000","21187300000","4443030000","3046480000","5987740000","1516550000","1081060000","2023-01-14 15:57:26","2023-01-14 15:57:26"
"521","Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição","3R PETROLEUM ON NM","2022-09-30","RRRP3","7.9","133.4","203088000","1044500000","1326210000","1834550000","8052020000","4318780000","1527310000","514630000","217305000","502374000","138647000","431856000","2023-01-14 15:57:27","2023-01-14 15:57:27"
"522","Serviços Diversos","Serviços Diversos","ATMASA ON","2022-09-30","ATMP3","-10.2","-10.4","26710000","364129000","96955000","429439000","1603280000","-275079000","817833000","-126660000","-474524000","151013000","-36785000","0","2023-01-14 15:57:30","2023-01-14 15:57:30"
"523","Hoteis e Restaurantes","Restaurante e Similares","ZAMP S.A. ON","2022-09-30","ZAMP3","2.3","9.6","275355000","1077980000","548661000","998190000","3994260000","1456990000","3506000000","73910100","-74151000","908647000","439032","0","2023-01-14 15:57:35","2023-01-14 15:57:35"
"524","Exploração de Imóveis","Exploração de Imóveis","Generalshopp ON NM","2022-09-30","GSHP3","4.1","-10.3","1928770","1844780000","160308000","250595000","1528170000","-823709000","153604000","56155000","-174543000","35914000","13194000","0","2023-01-14 15:57:45","2023-01-14 15:57:45"
"525","Transporte","Serviços de Apoio e Armazenagem","SBPAR ON NM","2022-09-30","STBP3","13.2","20","863652000","328277000","756145000","1039950000","4961790000","2139970000","1906490000","540571000","420197000","521887000","154497000","109772000","2023-01-14 15:57:58","2023-01-14 15:57:58"
"526","Água e Saneamento","Água e Saneamento","AMBIPAR ON NM","2022-09-30","AMBP3","10.3","124.7","112936000","5461170000","2381430000","3795170000","8055200000","1033460000","3281180000","564360000","92157000","980028000","199913000","9858000","2023-01-14 15:57:59","2023-01-14 15:57:59"
"527","Alimentos Processados","Açucar e Alcool","SAO MARTINHO ON NM","2022-09-30","SMTO3","12.7","17.4","354011000","9304000000","1875160000","5918590000","18067000000","5452020000","6293620000","1974900000","1356540000","1581790000","421041000","212596000","2023-01-14 15:58:06","2023-01-14 15:58:06"
"528","Exploração de Imóveis","Exploração de Imóveis","ALIANSCSONAE ON","2022-09-30","ALSO3","5.9","31.6","592113000","0","2633950000","3185610000","12330100000","6924050000","1083690000","572391000","288571000","273045000","141217000","93358000","2023-01-14 15:58:09","2023-01-14 15:58:09"
"529","Agropecuária","Agricultura","BRASILAGRO ON NM","2022-09-30","AGRO3","20.3","39.8","102377000","670359000","491509000","1451770000","3481820000","2274110000","1700870000","556112000","436701000","314947000","12157000","42002000","2023-01-14 15:58:11","2023-01-14 15:58:11"
"530","Transporte","Exploração de Rodovias","COMPANHIA DE CONCESSÕES RODOVIÁRIAS ON NM","2022-09-30","CCRO3","22.9","13.7","2020000000","29102700000","8724070000","12833400000","50239100000","12334300000","18446100000","9386890000","4217010000","3652230000","1051380000","606452000","2023-01-14 15:58:12","2023-01-14 15:58:12"
"531","Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição","DOMMO ON","2022-09-30","DMMO3","70.4","-17.4","539349000","0","70436000","143338000","283719000","-553275000","332554000","149011000","-3670000","92638000","6828000","0","2023-01-14 15:58:16","2023-01-14 15:58:16"
"532","Diversos","Aluguel de carros","VAMOS ON NM","2022-09-30","VAMO3","13.3","75.1","1025400000","7445040000","3136510000","5204550000","15332200000","3655760000","4329250000","1385160000","533032000","1378490000","468235000","150009000","2023-01-14 15:58:17","2023-01-14 15:58:17"
"533","Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição","PETRORIO ON","2022-09-30","PRIO3","42.2","71.6","887229000","9178180000","9291580000","11122300000","19920200000","9237920000","7168080000","4344330000","3381200000","1985790000","1274350000","792314000","2023-01-14 15:58:20","2023-01-14 15:58:20"
"534","Madeira e Papel","Madeira","DEXCO ON","2022-09-30","DXCO3","12.4","18.5","837059000","5606030000","1928230000","5586610000","15507500000","5906810000","8757050000","1515190000","1127720000","2161640000","384210000","154067000","2023-01-14 15:58:27","2023-01-14 15:58:27"
"535","Produtos de Uso Pessoal e de Limpeza","Produtos de Uso Pessoal","GRUPO NATURA ON NM","2022-09-30","NTCO3","3.1","-2.3","1383090000","13708000000","4629510000","15685300000","54500800000","22985000000","37602700000","1371990000","-1274180000","9003730000","250060000","0","2023-01-14 15:58:28","2023-01-14 15:58:28"
"536","Água e Saneamento","Água e Saneamento","CASAN ON","2022-09-30","CASN3","5","8.3","949740000","1565470000","72827000","519100000","4233370000","1847580000","1333790000","203604000","97538000","370745000","68155000","34329000","2023-01-14 15:58:34","2023-01-14 15:58:34"
"537","Comércio e Distribuição","Medicamentos e Outros Produtos","PAGUE MENOS ON NM","2022-09-30","PGMN3","5.8","8.3","443781000","1273220000","252801000","4058340000","8051340000","2253080000","8477030000","355460000","97736000","2490170000","82094000","0","2023-01-14 15:58:38","2023-01-14 15:58:38"
"538","Mineração","Minerais Metálicos","CSNMINERACAO ON N2","2022-09-30","CMIN3","26.5","-43.8","5485340000","8184500000","9720890000","11651600000","26508000000","13168100000","11944900000","4154180000","2782520000","2723540000","679150000","514057000","2023-01-14 15:58:39","2023-01-14 15:58:39"
"539","Transporte","Transporte Hidroviário","Log-In ON NM","2022-09-30","LOGN3","13.4","17.1","106477000","1543360000","693915000","1112660000","3045270000","583882000","1907480000","298907000","139229000","521908000","74192000","35970000","2023-01-14 15:58:43","2023-01-14 15:58:43"
"540","Diversos","Serviços Educacionais","COGNA ON","2022-09-30","COGN3","3.2","-7","1876610000","8176650000","2185720000","4821780000","26324300000","12389900000","4893820000","753083000","-260368000","1064290000","4734980","0","2023-01-14 15:58:44","2023-01-14 15:58:44"
"541","Construção Civil","Incorporações","Even ON NM","2022-09-30","EVEN3","4.5","11.5","212000000","473443000","736204000","4664630000","6454900000","1936160000","2365570000","254922000","145996000","689468000","69194000","31071000","2023-01-14 15:58:47","2023-01-14 15:58:47"
"542","Comércio","Tecidos, Vestuário e Calçados","RENNER ON","2022-09-30","LREN3","18.8","10.9","991227000","3407700000","4406320000","13171300000","20816600000","9790800000","13132700000","2816520000","1225670000","3017630000","522465000","257862000","2023-01-14 15:58:50","2023-01-14 15:58:50"
"543","Construção Civil","Incorporações","JOÃO FORTES ENGENHARIA S.A. ON","2022-09-30","JFEN3","-8.5","-20.5","105204000","597006000","15247000","978917000","1153160000","-639921000","17038000","-91485000","-156254000","6132000","-3229000","0","2023-01-14 15:58:53","2023-01-14 15:58:53"
"544","Tecidos, Vestuário e Calçados","Acessórios","TECHNOS ON NM","2022-09-30","TECN3","13.3","2.4","74506000","124089000","90022000","409800000","631574000","342793000","354498000","66557000","36282000","83156000","13797000","8543000","2023-01-14 15:58:54","2023-01-14 15:58:54"
"545","Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição","COSAN SA INDUSTRIA E COMERCIO ON","2022-09-30","CSAN3","5.6","37.1","1874070000","55280200000","15487100000","35268200000","113276000000","15968600000","35726000000","5190570000","1460360000","11507300000","1865860000","0","2023-01-14 15:58:58","2023-01-14 15:58:58"
"546","Comércio e Distribuição","Medicamentos e Outros Produtos","PROFARMA ON NM","2022-09-30","PFRM3","11.9","16.1","123813000","690964000","116521000","2814830000","4178750000","1205210000","7435080000","331145000","87310000","2037750000","109369000","16330000","2023-01-14 15:59:06","2023-01-14 15:59:06"
"547","Outros","Outros","ATOMPAR ON","2022-09-30","ATOM3","87.2","74.2","23805000","0","22777000","36171000","36897000","26777000","35031000","12151000","10356000","6364000","1141000","1150000","2023-01-14 15:59:07","2023-01-14 15:59:07"
"548","Medicamentos e Outros Produtos","Medicamentos e Outros Produtos","BIOMM SA ON","2022-09-30","BIOM3","-29.6","255.3","81288000","168612000","54493000","129050000","352652000","121364000","101420000","-81913000","-100843000","30741000","-18312000","0","2023-01-14 15:59:09","2023-01-14 15:59:09"
"549","Diversos","Serviços Educacionais","ANIMA ON NM","2022-09-30","ANIM3","7.2","35.2","403869000","5020250000","1104600000","2067690000","10419500000","2638050000","3550270000","659256000","-374122000","905237000","117040000","0","2023-01-14 15:59:22","2023-01-14 15:59:22"
"550","Siderurgia e Metalurgia","Artefatos de Cobre","PARANAPANEMA S.A. ON","2022-09-30","PMAM3","-6.9","-9.3","43404000","3159880000","48827000","645229000","2531810000","-1621540000","2878100000","-136202000","-897786000","474510000","-31005000","0","2023-01-14 15:59:29","2023-01-14 15:59:29"
"551","Comércio e Distribuição","Medicamentos e Outros Produtos","PANVEL FARMÁCIAS ON","2022-09-30","PNVL3","5.2","12.4","150377000","899016000","164250000","1432110000","2569520000","1091000000","3798700000","104929000","85411000","1017040000","32066000","18244000","2023-01-14 15:59:32","2023-01-14 15:59:32"
"552","Energia Elétrica","Energia Elétrica","EQUATORIAL ENERGIA S.A. ON NM","2022-09-30","EQTL3","10.3","25.5","1128930000","31132100000","7802320000","18243700000","70907200000","16283100000","27272800000","6209330000","2335210000","6880280000","1426820000","504261000","2023-01-14 15:59:37","2023-01-14 15:59:37"
"553","Serviços Diversos","Serviços Diversos","SEQUOIA LOG ON NM","2022-09-30","SEQL3","1.7","30.8","140288000","710454000","70747000","630169000","1960020000","537366000","1849520000","29541000","-69158000","453068000","11144000","0","2023-01-14 15:59:46","2023-01-14 15:59:46"
"554","Construção Civil","Incorporações","PLANOEPLANO ON NM","2022-09-30","PLPL3","26.3","8.5","204256000","465236000","285467000","1288660000","1467750000","383684000","1354070000","284999000","103316000","400412000","47368000","34534000","2023-01-14 15:59:48","2023-01-14 15:59:48"
"555","Máquinas e Equipamentos","Máq. e Equip. Industriais","KEPLER WEBER SA ON","2022-09-30","KEPL3","50.8","32.8","89860000","147495000","298654000","944675000","1314360000","631379000","1730300000","462656000","353927000","515754000","141925000","115648000","2023-01-14 15:59:51","2023-01-14 15:59:51"
"556","Exploração de Imóveis","Exploração de Imóveis","BR MALLS PARTICIPAÇÔES S/A ON","2022-09-30","BRML3","5.2","0.4","828274000","3380270000","1187240000","1579040000","18347900000","11071900000","1366620000","882470000","542175000","348376000","224828000","127513000","2023-01-14 15:59:54","2023-01-14 15:59:54"
"557","Diversos","Aluguel de carros","ARMAC ON NM","2022-09-30","ARML3","12.1","269.7","346016000","1886780000","859354000","1192040000","3468780000","1139270000","838938000","281983000","123556000","250597000","89642000","38835000","2023-01-14 15:59:56","2023-01-14 15:59:56"
"558","Alimentos Processados","Alimentos Diversos","CAMIL ON NM","2022-11-30","CAML3","7.2","23","360000000","3836350000","775051000","4839080000","8560400000","3008160000","9960460000","485376000","480268000","2600110000","67261000","146996000","2023-01-14 15:59:57","2023-01-14 15:59:57"
"559","Construção Civil","Incorporações","ALPHAVILLE ON NM","2022-09-30","AVLL3","-5","-15.2","22415800","989345000","127585000","633343000","1725870000","-296026000","245142000","-78175000","-432157000","77124000","-17761000","0","2023-01-14 15:59:58","2023-01-14 15:59:58"
"560","Alimentos Processados","Açucar e Alcool","JALLESMACHAD ON NM","2022-09-30","JALL3","13.9","28.3","294697000","2862160000","1684270000","2683880000","5303480000","1676450000","1665270000","487091000","580002000","485906000","113593000","177509000","2023-01-14 16:00:02","2023-01-14 16:00:02"
"561","Transporte","Transporte Ferroviário","RUMO S.A. ON NM","2022-09-30","RAIL3","5.8","7.7","1854160000","16781000000","6588740000","10157300000","45518500000","15061000000","9133810000","2211380000","-110893000","2950600000","990773000","306723000","2023-01-14 16:00:06","2023-01-14 16:00:06"
"562","Serviços Financeiros Diversos","Serviços Financeiros Diversos","CIELO ON NM","2022-09-30","CIEL3","7.1","-10.8","2716820000","6575360000","3272510000","89804300000","103354000000","10854700000","7892380000","1972030000","1420290000","2636720000","803293000","422141000","2023-01-14 16:00:08","2023-01-14 16:00:08"
"563","Tecidos, Vestuário e Calçados","Acessórios","MUNDIAL S/A ON","2022-09-30","MNDL3","6.9","13.8","2480000","342633000","6653000","443960000","1304640000","-752804000","740095000","84944000","-637881000","204984000","25106000","0","2023-01-14 16:00:13","2023-01-14 16:00:13"
"564","Comércio e Distribuição","Medicamentos e Outros Produtos","RAIADROGASIL ON","2022-09-30","RADL3","12.9","17.9","1651930000","2265020000","371172000","9192250000","16523500000","5052790000","27705000000","1604880000","881235000","7489870000","423050000","215409000","2023-01-14 16:00:15","2023-01-14 16:00:15"
"565","Construção e Engenharia","Produtos para Construção","PORTOBELLO S/A ON","2022-09-30","PTBL3","22.5","22.3","140987000","716088000","134185000","1035470000","2263210000","456086000","2212430000","379864000","198881000","597924000","89516000","52498000","2023-01-14 16:00:17","2023-01-14 16:00:17"
"566","Serv.Méd.Hospit. Análises e Diagnósticos","Serv.Méd.Hospit. Análises e Diagnósticos","QUALICORP ON NM","2022-09-30","QUAL3","20","1.2","284014000","2333740000","788888000","1409660000","4690010000","1447140000","2019850000","719890000","223251000","507095000","170357000","49232000","2023-01-14 16:00:19","2023-01-14 16:00:19"
"567","Hoteis e Restaurantes","Restaurante e Similares","IMC S/A ON NM","2022-09-30","MEAL3","-1.5","8.4","286370000","550370000","259192000","625343000","2815920000","1059710000","2299250000","-35126000","-91675000","645963000","-1640000","0","2023-01-14 16:00:20","2023-01-14 16:00:20"
"568","Automóveis e Motocicletas","Automóveis e Motocicletas","IOCHPE-MAXION ON","2022-09-30","MYPK3","10","15.3","153720000","6200710000","1604260000","8021310000","15197700000","4089830000","16575300000","1125360000","513995000","4318340000","156883000","69388000","2023-01-14 16:00:23","2023-01-14 16:00:23"
"569","Serviços Diversos","Serviços Diversos","ESTAPAR ON NM","2022-09-30","ALPK3","9","42.9","214427000","1391460000","118342000","293216000","2607600000","459504000","1077860000","212578000","-165923000","295019000","29571000","0","2023-01-14 16:00:24","2023-01-14 16:00:24"
"570","Construção Civil","Incorporações","MELNICK ON NM","2022-09-30","MELK3","6.2","54.4","207969000","136818000","337626000","1588230000","2198120000","1198550000","1054970000","112709000","111043000","306411000","31405000","22855000","2023-01-14 16:00:25","2023-01-14 16:00:25"
"571","Diversos","Aluguel de carros","MOVIDA ON NM","2022-09-30","MOVI3","16","32.8","362302000","19640900000","7795460000","10231800000","26410200000","2777080000","8630150000","2719910000","815230000","2615770000","683386000","93720000","2023-01-14 16:00:31","2023-01-14 16:00:31"
"572","Exploração de Imóveis","Exploração de Imóveis","IGUATEMI S.A ON N1","2022-09-30","IGTI3","8.8","7.8","2104090000","3240720000","2059040000","2437070000","7556040000","4002910000","1040160000","479931000","15954000","251276000","113350000","64813000","2023-01-14 16:00:33","2023-01-14 16:00:33"
"573","Computadores e Equipamentos","Computadores e Equipamentos","POSITIVO INF ON NM","2022-09-30","POSI3","11.1","25.2","141800000","1448180000","436833000","3617560000","4263170000","1326580000","4800940000","325599000","207355000","1064500000","65746000","48771000","2023-01-14 16:00:37","2023-01-14 16:00:37"
"574","Máquinas e Equipamentos","Máq. e Equip. Industriais","AERIS ON NM","2022-09-30","AERI3","8.6","-9.2","766213000","1573580000","856392000","2285010000","3459010000","942087000","2403170000","176531000","-35173000","625616000","47594000","0","2023-01-14 16:00:42","2023-01-14 16:00:42"
"575","Construção Civil","Incorporações","RNI ON NM","2022-09-30","RDNI3","1.9","29.4","43770000","604786000","58579000","707095000","2166020000","638829000","660852000","39510000","17235000","170352000","12216000","7151000","2023-01-14 16:00:50","2023-01-14 16:00:50"
"576","Madeira e Papel","Papel e Celulose","CELULOSE IRANI ON","2022-09-30","RANI3","26.2","18","246359000","1048110000","398504000","832233000","2707190000","1088410000","1692320000","560439000","355617000","441405000","147255000","95530000","2023-01-14 16:00:51","2023-01-14 16:00:51"
"577","Máquinas e Equipamentos","Máq. e Equip. Industriais","ROMI ON","2022-09-30","ROMI3","11.5","22.8","80667000","615264000","152968000","1326290000","2178000000","1016970000","1498920000","209253000","182681000","398690000","67602000","64792000","2023-01-14 16:00:52","2023-01-14 16:00:52"
"578","Construção Civil","Incorporações","CAL S/A ON","2022-09-30","CALI3","4.4","122.2","3721000","105293000","28290000","132672000","224453000","19711000","96066000","8029000","4993000","32704000","5965000","5886000","2023-01-14 16:00:56","2023-01-14 16:00:56"
"579","Diversos","Serviços Educacionais","BAHEMA ON","2022-09-30","BAHI3","-4.3","76.7","23897700","164276000","17030000","46446000","639562000","106101000","334204000","-26419000","-91701000","90803000","-4369000","0","2023-01-14 16:00:59","2023-01-14 16:00:59"
"580","Comércio e Distribuição","Alimentos","ASSAI ON NM","2022-09-30","ASAI3","15.5","97.3","1349170000","12135000000","4210000000","12264000000","36422000000","3595000000","50122000000","3550000000","1341000000","13832000000","981000000","281000000","2023-01-14 16:01:09","2023-01-14 16:01:09"
"581","Programas e Serviços","Programas e Serviços","MELIUZ ON NM","2022-09-30","CASH3","-30.9","75.3","864932000","181000","749944000","884662000","1322920000","776485000","365340000","-172177000","-65361000","97791000","-44978000","0","2023-01-14 16:01:12","2023-01-14 16:01:12"
"582","Holdings Diversificadas","Holdings Diversificadas","SIMPAR ON NM","2022-09-30","SIMH3","12.3","69.9","838408000","40912900000","15365900000","23394400000","59006200000","2770200000","21094900000","4881240000","527156000","6902420000","1463910000","18501000","2023-01-14 16:01:14","2023-01-14 16:01:14"
"583","Água e Saneamento","Água e Saneamento","COPASA MG ON","2022-09-30","CSMG3","9.6","7.2","380253000","3435530000","405954000","1872630000","12471800000","7191000000","6145180000","1127090000","639382000","1621760000","360957000","227168000","2023-01-14 16:01:25","2023-01-14 16:01:25"
"584","Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição","REFINARIA DE PETRÓLEOS DE MANGUINHOS S.A ON","2022-09-30","RPMG3","-17.8","52.8","67692000","0","13000","4697740000","5038610000","-4233000000","4758730000","-889655000","-910237000","1591870000","-394978000","0","2023-01-14 16:01:26","2023-01-14 16:01:26"
"585","Transporte","Transporte Rodoviário","JULIO SIMOES ON NM","2022-09-30","JSLG3","9.2","-29.6","286431000","4267930000","670661000","2291840000","7447310000","1388340000","5687720000","597860000","154521000","1624820000","218714000","37388000","2023-01-14 16:01:28","2023-01-14 16:01:28"
"586","Exploração de Imóveis","Exploração de Imóveis","LOG COM PROP ON NM","2022-09-30","LOGG3","2.5","15.7","102159000","1837240000","272199000","657148000","6125150000","3636250000","192932000","145058000","429409000","59181000","45751000","110578000","2023-01-14 16:01:32","2023-01-14 16:01:32"
"587","Alimentos Processados","Carnes e Derivados","Marfrig ON NM","2022-09-30","MRFG3","10","44.8","660000000","62890500000","20058800000","51062800000","137191000000","6832400000","117184000000","9853520000","5449330000","36416600000","2014500000","430660000","2023-01-14 16:01:35","2023-01-14 16:01:35"
"588","Comércio","Produtos Diversos","GRUPO SBF ON","2022-09-30","SBFG3","6.8","48.3","243596000","2609680000","256589000","3590220000","7612230000","2317740000","5961080000","435692000","353020000","1469980000","57859000","14876000","2023-01-14 16:01:37","2023-01-14 16:01:37"
"589","Comércio e Distribuição","Medicamentos e Outros Produtos","D1000VFARMA ON NM","2022-09-30","DMVF3","10.2","29.2","50603000","29629000","53619000","398164000","1446260000","846554000","1401540000","122069000","23347000","400092000","37269000","3337000","2023-01-14 16:01:41","2023-01-14 16:01:41"
"590","Construção Civil","Incorporações","JHSF Part ON NM","2022-09-30","JHSF3","10.4","52.6","679329000","2753680000","867800000","3003990000","9805350000","4970930000","1979960000","927462000","806809000","520746000","224616000","147164000","2023-01-14 16:01:43","2023-01-14 16:01:43"
"591","Alimentos Processados","Carnes e Derivados","Minerva ON NM","2022-09-30","BEEF3","26.3","19.9","607283000","14444100000","7966150000","14474500000","21332800000","621997000","31644500000","2526010000","831037000","8437670000","711010000","141484000","2023-01-14 16:01:46","2023-01-14 16:01:46"
"592","Construção Civil","Incorporações","MRV ON NM","2022-09-30","MRVE3","0.9","6.7","483233000","6909920000","707703000","10530100000","22854800000","6209620000","6875470000","191806000","431029000","1694860000","-12980000","1587000","2023-01-14 16:01:49","2023-01-14 16:01:49"
"593","Automóveis e Motocicletas","Automóveis e Motocicletas","MAHLE METAL LEVE ON","2022-09-30","LEVE3","27.8","13.4","128309000","412094000","284413000","1963650000","3141520000","1647100000","4049760000","686893000","572931000","1198820000","252257000","204306000","2023-01-14 16:01:50","2023-01-14 16:01:50"
"594","Construção Civil","Incorporações","CYRELA BRAZIL REALTY PN","2022-09-30","CYRE3","5.6","16.7","399743000","4367380000","2629050000","8073980000","15685500000","6732790000","5358120000","712758000","818730000","1559640000","224757000","288629000","2023-01-14 16:01:55","2023-01-14 16:01:55"
"595","Construção Civil","Incorporações","MITRE REALTY ON NM","2022-09-30","MTRE3","2.3","32.6","105775000","472488000","316397000","1498760000","2046310000","995189000","665342000","38283000","36460000","171425000","7101000","13087000","2023-01-14 16:01:58","2023-01-14 16:01:58"
"596","Exploração de Imóveis","Exploração de Imóveis","HBR REALTY ON NM","2022-09-30","HBRE3","9.5","66.3","103189000","1094550000","341402000","431020000","4027980000","1885330000","132737000","348143000","179604000","34378000","20961000","3856000","2023-01-14 16:02:01","2023-01-14 16:02:01"
"597","Comércio e Distribuição","Medicamentos e Outros Produtos","HYPERA ON","2022-09-30","HYPE3","11.8","19.6","633421000","8850120000","2218910000","7452100000","22548800000","10492700000","7051450000","2337850000","1621220000","2035770000","677382000","465367000","2023-01-14 16:02:05","2023-01-14 16:02:05"
"598","Energia Elétrica","Energia Elétrica","NEOENERGIA ON NM","2022-09-30","NEOE3","12.7","15.5","1213800000","43487000000","7987000000","22342000000","92021000000","26775000000","43195000000","10199000000","4417000000","10241000000","1967000000","1495000000","2023-01-14 16:02:07","2023-01-14 16:02:07"
"599","Exploração de Imóveis","Exploração de Imóveis","SYN PROP TEC ON NM","2022-09-30","SYNE3","40","37.1","152644000","1045460000","432107000","726093000","4201390000","1550460000","2309610000","1502390000","1230180000","105410000","41996000","6853000","2023-01-14 16:02:08","2023-01-14 16:02:08"
"600","Construção Civil","Incorporações","MOURA DUBEUX ON NM","2022-09-30","MDNE3","4.7","17","84909000","104801000","225958000","1024480000","2805360000","1171410000","734936000","118050000","110046000","210672000","30197000","40946000","2023-01-14 16:02:12","2023-01-14 16:02:12"
"601","Mineração","Minerais Metálicos","VALE ON NM","2022-09-30","VALE3","29.8","21.6","4778890000","65977000000","28240000000","75270000000","435833000000","179538000000","233888000000","113941000000","106731000000","52080000000","18411000000","23286000000","2023-01-14 16:02:17","2023-01-14 16:02:17"
"602","Energia Elétrica","Energia Elétrica"," ENGIE BRASIL ON","2022-09-30","EGIE3","16.2","10.3","815928000","18667500000","3764940000","9389670000","39685500000","8044930000","11574000000","5724220000","1850290000","2746630000","997925000","733869000","2023-01-14 16:02:19","2023-01-14 16:02:19"
"603","Máquinas e Equipamentos","Motores, Compressores e Outros","WEG SA ON N1","2022-09-30","WEGE3","24.5","26.6","4197320000","3835040000","4142930000","19548400000","27697500000","13894500000","28465100000","5182090000","3888950000","7911190000","1624660000","1158030000","2023-01-14 16:02:24","2023-01-14 16:02:24"
"604","Energia Elétrica","Energia Elétrica","CPFL ENERGIA S.A. ON","2022-09-30","CPFE3","15.5","9.4","1152250000","23522100000","4312130000","14102900000","65993800000","15423700000","39537000000","9059250000","5054670000","10005900000","2417770000","1408000000","2023-01-14 16:02:25","2023-01-14 16:02:25"
"605","Energia Elétrica","Energia Elétrica","AMPLA ENERG ON","2022-09-30","CBEE3","8","11.5","240210000","5007730000","218116000","3324410000","16736800000","4749900000","8256990000","1219440000","-101906000","1795740000","9408000","0","2023-01-14 16:02:29","2023-01-14 16:02:29"
"606","Construção Civil","Incorporações","CR2 ON","2022-09-30","CRDE3","-9.6","-27.2","2422000","0","10294000","14227000","110811000","94414000","6856000","-9436000","-6996000","1662000","-3414000","0","2023-01-14 16:02:32","2023-01-14 16:02:32"
"607","Energia Elétrica","Energia Elétrica","REDE EMPRESAS DE ENERGIA ELÉTRICA S.A. ON","2022-09-30","REDE3","16.6","12.9","2110320000","10709000000","2090510000","7466630000","25451000000","4202200000","15846700000","3694570000","1532760000","3822320000","819495000","311053000","2023-01-14 16:02:34","2023-01-14 16:02:34"
"608","Agropecuária","Agricultura","SLC Agricola ON NM","2022-09-30","SLCE3","19.8","36.2","212423000","4336190000","1324820000","7099780000","15101100000","4788890000","9195150000","2517110000","1334910000","1383160000","39103000","0","2023-01-14 16:02:40","2023-01-14 16:02:40"
"609","Serviços Diversos","Serviços Diversos","CSU DIGITAL ON","2022-09-30","CSUD3","21.5","5.4","41800000","87677000","86589000","178285000","590084000","362819000","527200000","101091000","68313000","136339000","27387000","18454000","2023-01-14 16:02:43","2023-01-14 16:02:43"
"610","Máquinas e Equipamentos","Máq. e Equip. Industriais","NORDON INDS METALURGICAS SA ON","2022-09-30","NORD3","-2.7","21.5","6621000","37948000","8000","1202000","17397000","-148922000","1629000","-457000","-8035000","416000","-6000","0","2023-01-14 16:02:45","2023-01-14 16:02:45"
"611","Programas e Serviços","Programas e Serviços","NEOGRID ON NM","2022-09-30","NGRD3","2.2","11.2","238662000","73280000","268671000","338196000","718744000","451675000","263092000","9326000","1330000","67596000","754000","1717000","2023-01-14 16:02:47","2023-01-14 16:02:47"
"612","Serv.Méd.Hospit. Análises e Diagnósticos","Serv.Méd.Hospit. Análises e Diagnósticos","IHPARDINI ON NM","2022-09-30","PARD3","15.9","16.5","130979000","326151000","148496000","723636000","2388880000","957428000","2069020000","324135000","171230000","526622000","69008000","29747000","2023-01-14 16:02:49","2023-01-14 16:02:49"
"613","Tecidos, Vestuário e Calçados","Calçados","GRENDENE SA ON","2022-09-30","GRND3","8.9","3.1","902160000","146265000","1171630000","2942570000","4722100000","4269370000","2538830000","309921000","596029000","713867000","80615000","174241000","2023-01-14 16:02:50","2023-01-14 16:02:50"
"614","Construção Civil","Incorporações","Tenda ON NM","2022-09-30","TEND3","-9.6","11.9","104344000","1517150000","716024000","1838470000","4279920000","843680000","2298730000","-331061000","-660733000","573177000","-88389000","0","2023-01-14 16:02:53","2023-01-14 16:02:53"
"615","Mídia","Publicidade e Propaganda","ELETROMIDIA ON NM","2022-09-30","ELMD3","5","101.1","139984000","675165000","137476000","352895000","1996030000","739445000","699684000","87049000","-8199000","227347000","21296000","7764000","2023-01-14 16:02:57","2023-01-14 16:02:57"
"616","Comércio","Eletrodomésticos","ALLIED ON NM","2022-09-30","ALLD3","7.3","-5.5","93220600","635140000","103301000","2497180000","3737770000","1512190000","5422440000","179665000","73836000","1127920000","44879000","6207000","2023-01-14 16:02:58","2023-01-14 16:02:58"
"617","Construção Civil","Incorporações","ROSSI RESIDENCIAL ON N1","2022-09-30","RSID3","-9.1","-38","20000000","611385000","10611000","410408000","863272000","-913959000","13269000","-74200000","-211797000","11947000","-5423000","31781000","2023-01-14 16:03:00","2023-01-14 16:03:00"
"618","Serviços Diversos","Serviços Diversos","VALID ON NM","2022-09-30","VLID3","12.7","5.8","81836000","1106080000","381436000","1630680000","3111940000","1273440000","2123650000","326394000","29684000","496301000","99244000","22078000","2023-01-14 16:03:02","2023-01-14 16:03:02"
"619","Diversos","Serviços Educacionais","CRUZEIRO EDU ON NM","2022-09-30","CSED3","8.7","10.2","381822000","1074310000","928205000","1194320000","4761510000","1439340000","1990780000","327309000","47199000","496286000","84049000","3818000","2023-01-14 16:03:03","2023-01-14 16:03:03"
